URL,Label
https://cobblestonefarmhighlandcattle.com,1
https://miamifoundation.org/,0
http://www.cnrs-scrn.org/index.html,0
https://ipfs.best-practice.se/ipfs/bafybeiardsa5er7hxrjr74j6khdgikhmxomx5hrwldrefftslvh72a3rai/karatwebautoback.html,1
https://auth-client-access.weebly.com/,1
https://skmn.fudan.edu.cn,0
http://www.priweb.org/index.php,0
https://www.pinchmeimeating.com,0
https://pgeolded2025.weebly.com/,1
http://www.historicnewengland.org/,0
https://www.envisionphysicianservices.com/coastalanesthesiology,0
http://107.175.75.9/bin,1
http://www.cuh.ie/,0
https://abbib.ope-961084.pro/captcha.php,1
http://59.182.158.50:53301/i,1
https://www.idisna.es,0
https://bit.ly/408HQBs,1
http://123.188.46.162:33722/i,1
https://dailylifeltd.co.uk,0
https://cyberstoreapp.com/cp.png/,1
http://166.147.146.187:8045/sshd,1
https://www.neol.jp,0
http://en.mava-foundation.org/,0
https://www.gbwhaarlem.nl/,0
http://www.utmbhealth.com/oth/Page.asp?PageID=OTH000004,0
https://www.attorneygeneral.gov/SplashPage.aspx,0
https://bluespringsr-ivschooldistrict0099.ukit.me/,1
http://www.rns4u.com/services,0
https://www.zeldalegends.net,0
https://mowi.com/caw,0
http://59.88.0.129:39510/i,1
http://www.electroautomation.com/,0
http://117.222.204.32:44388/i,1
http://175.107.9.80:56263/Mozi.m,1
https://ru.edu.sy,0
https://www.andrassyuni.eu/,0
http://58.23.215.156:8765/AddMemreduct.exe,1
http://115.55.183.188:52740/i,1
https://www.palmbrookgolf.com,0
http://mba-en.jigyo.ac.jp/en/,0
https://www.eetjemooi.nl,0
https://www.ospedalesantandrea.it/,0
http://www.isra.sn/,0
https://www.teachersalaryproject.org,0
http://www.lapc.ac.cn,0
http://tether-sync.vercel.app,1
https://www.stadt-zuerich.ch/,0
https://www.glenholmeflorists.co.uk,0
http://www.spsp.org/,0
https://www.udeoghjemme.dk,0
http://93.123.85.135/d/xd.ppc,1
http://myocardialsolutionsresearch.com/,0
http://www.iitp.ac.in/,0
https://promo-lhv-pank1.com/LHV/,1
http://www.gudbrandsdalsmat.net/,0
http://117.209.84.171:48712/Mozi.m,1
https://www.progressiveboink.com,0
http://117.195.232.4:46008/i,1
https://jyhukuh.komi.io/,1
https://webmailacademiedijon.weebly.com/,1
http://58.23.215.176:8765/RunGameADD.exe,1
https://pichinchaonline0.webcindario.com/,1
http://en.pusc.it/,0
https://app-id6016.firebaseapp.com/,1
https://bnditonabs.firebaseapp.com/,1
http://www.scienceiniowa.org/,0
https://www.exodusinternational.org,0
http://www.psts.com.pl/,0
https://irphil.univ-lyon3.fr,0
http://119.91.152.151:4442/srys.exe,1
http://58.23.215.160:8765/storyhosts.exe,1
http://www.amanda.com/,0
https://www.lovebeets.com,0
https://docs.google.com/uc?export=download&id=1iGqOhxcaDnxylKI0U-BJ5MU2tmpv1Vpg,1
https://www.zennioptical.com,0
https://www.bannerhealth.com/services/orthopedics/toca,0
https://venetocgil.weebly.com/,1
https://www.aciworldwide.com/,0
http://39.36.26.157:39174/Mozi.m,1
http://117.253.0.246:40091/bin.sh,1
http://proxy.amazonscouts.com/prog/66ded92c118ad_svvfdd.exe,1
https://wildwoodtrust.org/,0
https://www.region-fes-meknes.ma,0
https://www.blueridgebank.com,0
https://www.powr.io/button/i/40202448,1
https://www.industrialcontrolsonline.com,0
http://120.60.233.119:58634/i,1
https://docs.google.com/presentation/d/e/2PACX-1vRuDQEO9rjhtl-iFHVZWhlT1Saef7seOxfrDV6JNrDVoIHEpO2DkngDWwmBV_epiRI9oF2-57ZaV825/pub?start=false&amp;loop=false&amp;delayms=3000,1
http://www.frc.edu/,0
http://www.stlawrencecollege.ca/,0
https://90.185.153.160.host.secureserver.net/N05UkdWgmU/gmk82Vk4WIyVx7X3/aVd/02710795/afx19QTXDHKJDKpDxv/4899778550364,1
https://www.snru.ac.th/,0
http://117.216.240.113:58748/i,1
http://www.arrhythmiainstitute.com/,0
https://sites.google.com/view/messagerie-prive001/accueil?authuser=7,1
http://files.veritas.org.ng/prog/66e877203afd3_vfdsofa12.exe,1
https://www.ika.gr/en/home.cfm,0
https://panini.pointrel-6368.pro/,1
http://59.88.12.28:54684/bin.sh,1
http://albatross.com.sg/wp-content/form.php?r=bD1odHRwczovL2ZyZWVtb3ZpZS10dndhbGxwYXBlci5jb20vP2NpZD1OekkyTmpNeCZlbT1iV0YwZEdocFlYTkFhV2h0Wld4ekxtNWxkQT09,1
http://www.ersgmbh.de/,0
http://www.mccormickcorporation.com,0
massa846.h19.ru/,1
http://news2.ssla.ru/,0
http://d.qqzx.cc/bins/sh4,1
http://www.tokyo-zoo.net/english/,0
http://117.209.20.153:33198/Mozi.m,1
https://en-suites.wixstudio.com/en-us,1
http://www.glgc.com.cn/,0
https://chrome-connect1.blogspot.com/,1
https://jubilant-accessibility-535552.framer.app/,1
https://us12.campaign-archive.com/?u=24ce9ecaad6e401de8be55ac0&id=39015df743,1
https://accoun.lyiu75hhv.cn/accoun,1
https://perfect-reassurance-800991.framer.app/,1
http://www.chsj.org/,0
https://www.wna-nord-ostsee-kanal.wsv.de,0
http://www.onconome.com/,0
https://www.ciudadanos-cs.org,0
http://www.ont.es/Paginas/Home.aspx,0
http://120.61.173.105:42897/bin.sh,1
http://yowui.johnmccrea.com/revada/66ccd175ef453_crypted.exe,1
http://117.196.171.85:39362/i,1
https://www.savisas.com,0
https://aif.org/,0
http://www.eccofibras.com.br/,0
https://q-r.to/bfEdR0,1
https://docs.google.com/presentation/d/e/2PACX-1vQYSayzTlt5VUn2v50N6mVlNPXAr6M5BHWI8dSEt-hqSU_MPCQyh_aSYbyi_UOc_tOSsUAG964n3KFn/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://www.cuso.ch/,0
https://att-10doma.weeblysite.com/,1
http://27.202.177.19:33886/i,1
https://www.tarikmendes.com,0
https://form.jotform.com/251183300717348,1
http://115.50.35.102:50830/Mozi.m,1
http://www.cmft.nhs.uk/saint-marys.aspx,0
https://l.ead.me/bgcXqX,1
http://117.217.172.94:38589/i,1
http://yowui.johnmccrea.com/prog/66f69a884f4b8_PossessionInfo.exe,1
https://emp-oweraa.one/,1
www.pichincha.initi.in/internexo/jsp/loginbiometrico/loginBiometrico.jsp,1
http://jask.powerforxes.shop/yuop/66bc8193eca9e_Setup.exe,1
https://www.tosho.cc/en/,0
http://61.1.197.2:60134/bin.sh,1
